date of purchase,book TITLE,price of  book ,qty of book ,after cut charges paybele
01-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
01-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,2,1780
01-10-2024,UGC NET (DIGEST) PRASHNA PATRA - 2 SHARIRIK SHIKSHA (Supplementary 1000 MCQs) 2024 Paperback – 1 January 2023,200,1,174
01-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
01-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
01-10-2024,"Vastunisthya Sharirik shiksha, khel aur Yog (Objective Physical Education, Sports & Yoga)- TGT & PGT – All State, LT, KVS, RSMSSB, HTET, DSSSB, SLET & UGC-NET Perfect Paperback – 1 January 2022",950,2,1120
01-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
01-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
01-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
01-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
03-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
03-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
03-10-2024,UGC NET (DIGEST) PRASHNA PATRA - 2 SHARIRIK SHIKSHA (Supplementary 1000 MCQs) 2024 Paperback – 1 January 2023,200,1,174
03-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
03-10-2024,Laws of Cricket Hardcover – 1 January 2018,200,1,175
03-10-2024,B.P.Ed. Guide Semester - IV Paperback – 1 January 2021,500,1,430
03-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
03-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
03-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
03-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
03-10-2024,B.P.Ed Guide Semester-I Paperback – 1 January 2022,450,1,380
03-10-2024,UGC NET (DIGEST) PRASHNA PATRA - 2 SHARIRIK SHIKSHA (Supplementary 1000 MCQs) 2024 Paperback – 1 January 2023,200,1,174
03-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
04-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
04-10-2024,"Complete Haryana G.K. - Sampurn Samanya Gyan (Haryana) - for HSSC, HPSC, HCS , HTET, Haryana Police, DHBVN and all other competitive Exams of Haryana Govt. Paperback – 1 January 2021",350,1,285
04-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
04-10-2024,Aadhunik Bharat ka Itihas ( 1707 - 1947) Hardcover – 1 January 2013,500,1,300
04-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
04-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
04-10-2024,B.P.Ed. Guide Semester - III Paperback – 1 January 2021,500,1,380
04-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
04-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
04-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
04-10-2024,PHYSICAL EDUCATION CONCEPTS - Included Dictionary (A book for all Physical Education Competitive Exams) -UGC NET/ TGT / PGT / KVS / DSSSB / HTET / NVS / LT GRADE / UPHESC / RSMSSB / JSSC Perfect Paperback – 1 January 2023,750,1,520
04-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
05-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
05-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,2,830
05-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
05-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
05-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
05-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
05-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
05-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
05-10-2024,Swasthya Shiksha (Health Education) Paperback – 1 January 2018,375,1,230
07-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
07-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
07-10-2024,PHYSICAL EDUCATION CONCEPTS - Included Dictionary (A book for all Physical Education Competitive Exams) -UGC NET/ TGT / PGT / KVS / DSSSB / HTET / NVS / LT GRADE / UPHESC / RSMSSB / JSSC Perfect Paperback – 1 January 2023,750,1,520
07-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
07-10-2024,U.G.C. Net Sharirik Shiksha (3 Vol. Set) Paperback – 1 January 2023,2300,1,1550
07-10-2024,U.G.C. Net Sharirik Shiksha (3 Vol. Set) Paperback – 1 January 2023,2300,1,1550
07-10-2024,B.P.Ed Guide Semester-I Paperback – 1 January 2022,500,1,380
07-10-2024,B.P.Ed Guide Semester-I Paperback – 1 January 2022,500,1,380
07-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
07-10-2024,"A compile Book on Research, Statistics and computer Application- (Objective Type) Paperback – 1 January 2017",200,1,170
07-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
07-10-2024,Laws of Cricket Hardcover – 1 January 2018,200,1,175
07-10-2024,Laws of Cricket Hardcover – 1 January 2018,200,1,175
07-10-2024,"Complete Physical Education Guide - For Entrance Exams of Physical Education (B.P.Ed., M.P.Ed., D.P.Ed.,B.P.Es.) Paperback – 1 January 2021",400,1,330
07-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
07-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
07-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
07-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
07-10-2024,PHYSICAL EDUCATION CONCEPTS - Included Dictionary (A book for all Physical Education Competitive Exams) -UGC NET/ TGT / PGT / KVS / DSSSB / HTET / NVS / LT GRADE / UPHESC / RSMSSB / JSSC Perfect Paperback – 1 January 2023,750,1,520
07-10-2024,MPPEB MADHYA PRADESH PRATHMIK SHIKSHAK PATRATA PARIKSHA - 2023 SHARIRIK SHIKSHA ANV KHEL (SUBJECTIVE WITH OBJECTIVE) Paperback – 1 January 2023,400,1,335
07-10-2024,PHYSICAL EDUCATION CONCEPTS - Included Dictionary (A book for all Physical Education Competitive Exams) -UGC NET/ TGT / PGT / KVS / DSSSB / HTET / NVS / LT GRADE / UPHESC / RSMSSB / JSSC Perfect Paperback – 1 January 2023,750,1,520
07-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
07-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
07-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
07-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
07-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,915
08-10-2024,U.G.C. Net Examination Physical Education (in Hindi) - (10 Years Solved Question Paper - 2008-2017) Paperback – 1 January 2018,600,1,440
08-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
08-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
08-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
08-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
08-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
08-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
08-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
08-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
08-10-2024,TGT Eligibility Digest (Physical and Health Education)- Paperback-2017 Paperback – 1 January 2017,850,1,520
08-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
08-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
08-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
08-10-2024,Laws of Cricket Hardcover – 1 January 2018,200,1,175
08-10-2024,U.G.C. Net Sharirik Shiksha (3 Vol. Set) Paperback – 1 January 2023,2300,1,1550
08-10-2024,B.P.Ed Guide Semester-I Paperback – 1 January 2022,450,1,380
08-10-2024,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.) Paperback – 1 January 2023",700,1,559
08-10-2024,B.P.Ed Guide Semester-I Paperback – 1 January 2022,450,1,380
08-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
08-10-2024,PHYSICAL EDUCATION CONCEPTS - Included Dictionary (A book for all Physical Education Competitive Exams) -UGC NET/ TGT / PGT / KVS / DSSSB / HTET / NVS / LT GRADE / UPHESC / RSMSSB / JSSC Perfect Paperback – 1 January 2023,750,1,520
08-10-2024,U.G.C. Net Sharirik Shiksha (3 Vol. Set) Paperback – 1 January 2023,2300,1,1550
08-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
08-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
09-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
09-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
09-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
09-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
09-10-2024,Laws of Cricket Hardcover – 1 January 2018,200,1,175
09-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
09-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
10-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
10-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,2,830
10-10-2024,Buddha - Meditation Techniques and Hand Gestures Hardcover – 1 January 2023,810,1,497
10-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
10-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
10-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
10-10-2024,B.P.Ed. Guide Semester - IV Paperback – 1 January 2021,500,1,430
10-10-2024,B.P.Ed. Guide Semester - IV Paperback – 1 January 2021,500,1,430
10-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
10-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
10-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
10-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
10-10-2024,UGC Net Paper-II Samajshastra (UGC Net Paper-II Sociology) Paperback – 1 January 2018,350,1,205
10-10-2024,B.P.Ed Guide Semester-I Paperback – 1 January 2022,450,1,380
11-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
11-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
11-10-2024,U.G.C. Net Sharirik Shiksha (3 Vol. Set) Paperback – 1 January 2023,2300,1,1550
11-10-2024,B.P.Ed Guide Semester II Paperback – 1 January 2020,450,1,440
11-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
11-10-2024,PHYSICAL EDUCATION CONCEPTS - Included Dictionary (A book for all Physical Education Competitive Exams) -UGC NET/ TGT / PGT / KVS / DSSSB / HTET / NVS / LT GRADE / UPHESC / RSMSSB / JSSC Perfect Paperback – 1 January 2023,750,1,499
11-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
11-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
11-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
11-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
11-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
11-10-2024,B.P.Ed. Guide Semester - III Paperback – 1 January 2021,500,1,380
14-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
14-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
14-10-2024,Khel Manovigyan Tatha Khel Samajshastra (Sports Psychology and Sociology) - B.P.Ed. New Syllabus 2019 Paperback – 1 January 2019,300,1,280
14-10-2024,Sharirik Shiksha Me Computer Anuprayog (B.P.Ed.) New Syllabus Paperback – 1 January 2017,300,1,240
14-10-2024,"Vastunisthya Sharirik shiksha, khel aur Yog (Objective Physical Education, Sports & Yoga)- TGT & PGT – All State, LT, KVS, RSMSSB, HTET, DSSSB, SLET & UGC-NET Perfect Paperback – 1 January 2022",950,1,540
14-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
14-10-2024,UGC NET (DIGEST) PRASHNA PATRA - 2 SHARIRIK SHIKSHA (Supplementary 1000 MCQs) 2024 Paperback – 1 January 2023,200,1,174
14-10-2024,B.P.Ed Guide Semester-I Paperback – 1 January 2022,450,1,380
14-10-2024,B.P.Ed. Guide Semester - III Paperback – 1 January 2021,500,1,380
14-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
14-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
14-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
14-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
14-10-2024,Fundamentals of Physical Education (A book for all Physical Education Compettitive Exams) Paperback – 1 May 2020,700,1,640
14-10-2024,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.) Paperback – 1 January 2023",700,1,520
14-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
14-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
14-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
14-10-2024,PHYSICAL EDUCATION CONCEPTS - Included Dictionary (A book for all Physical Education Competitive Exams) -UGC NET/ TGT / PGT / KVS / DSSSB / HTET / NVS / LT GRADE / UPHESC / RSMSSB / JSSC Perfect Paperback – 1 January 2023,750,1,499
14-10-2024,B.P.Ed Guide Semester-I Paperback – 1 January 2022,450,1,0
14-10-2024,U.G.C. Net Sharirik Shiksha (3 Vol. Set) Paperback – 1 January 2023,2300,1,0
14-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
14-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
14-10-2024,PHYSICAL EDUCATION CONCEPTS - Included Dictionary (A book for all Physical Education Competitive Exams) -UGC NET/ TGT / PGT / KVS / DSSSB / HTET / NVS / LT GRADE / UPHESC / RSMSSB / JSSC Perfect Paperback – 1 January 2023,750,1,499
14-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
14-10-2024,B.P.Ed Guide Semester-I Paperback – 1 January 2022,450,1,380
14-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
15-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
15-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
15-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
15-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
15-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
15-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
15-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
15-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net) Paperback",1170,1,890
15-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
15-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
15-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
15-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
15-10-2024,"Vastunisthya Sharirik shiksha, khel aur Yog (Objective Physical Education, Sports & Yoga)- TGT & PGT – All State, LT, KVS, RSMSSB, HTET, DSSSB, SLET & UGC-NET Perfect Paperback – 1 January 2022",950,1,540
15-10-2024,"Vastunisthya Sharirik shiksha, khel aur Yog (Objective Physical Education, Sports & Yoga)- TGT & PGT – All State, LT, KVS, RSMSSB, HTET, DSSSB, SLET & UGC-NET Perfect Paperback – 1 January 2022",950,1,540
15-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
15-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
15-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free Paperback – 1 January 2023,2200,1,1570
15-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
15-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,2,1780
15-10-2024,"T.G.T., P.G.T., K.V.S., N.V.S., D.S.S.S.B-SHARIRIK SHIKSHA ( OBJECTIVE TYPE QUESTION) Paperback – 1 January 2017",300,1,189
15-10-2024,U.G.C. Net Sharirik Shiksha (3 Vol. Set) Paperback – 1 January 2023,2300,1,1550
15-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
15-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
15-10-2024,B.P.Ed. Guide Semester - I (4 in 1 Hindi) Paperback – 1 January 2022,700,1,620
16-10-2024,Laws of Cricket,200,1,175
16-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free,2200,1,1570
16-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET",1170,1,915
16-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free,2200,1,1570
16-10-2024,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.)",700,1,520
16-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET",1170,1,915
16-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs),600,1,415
16-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free,2200,1,1570
16-10-2024,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.)",700,1,520
16-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs),600,1,415
16-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",600,1,415
16-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",600,1,415
17-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs),600,1,415
17-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net)",1170,1,890
17-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs),600,1,415
17-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free,2200,1,1570
17-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs),600,1,415
17-10-2024,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.)",700,1,520
17-10-2024,"Complete Physical Education Guide - For Entrance Exams of Physical Education (B.P.Ed., M.P.Ed., D.P.Ed.,B.P.Es.)",400,1,330
17-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net)",1170,1,890
17-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs),600,1,415
17-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs),600,1,415
17-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",600,1,415
17-10-2024,M.P.Ed. Guide Semester- I (New Syllabus- 2021),500,1,370
17-10-2024,"M.P.ED. GUIDE - SEMESTER 3RD (Scientific Principle of Sports Training, Sports Medicine,Health Education and Sports Nutrition, Physical Fitness and Wellness )",500,1,398
17-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE)",600,1,415
17-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs),600,1,415
17-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs),600,1,415
17-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net)",1170,1,890
17-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs),600,1,415
18-10-2024,"HARYANA HTET, HSSC - PHYSICAL EDUCATION SOLVED PAPERS (Question With Answers) / HTET & HSSC (TGT, DPE) CRACKER",300,1,220
18-10-2024,Laws of Cricket,200,1,175
18-10-2024,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.)",700,1,520
18-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net)",1170,1,890
18-10-2024,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.)",700,1,520
18-10-2024,Laws of Cricket,200,1,175
18-10-2024,UGC Net Digest Physical Education (3 Vol. Set) + Supplementary 1000 MCQs Free,2200,1,1565
18-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs),600,1,415
18-10-2024,"Physical Education and Sports Science (Book for All Competitive Exams D.S.S.S.B., K.V.S., N.V.S., T.G.T, P.G.T., U.G.C.)",700,1,520
18-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net)",1170,1,890
18-10-2024,"Sharirik Shiksha Ek Samagra Adhyayan (T.G.T.,P.G.T.,U.G.C.-Net)",1170,1,915
18-10-2024,Laws of Cricket,200,1,175
19-10-2024,"U.P- TGT EXAM , SAMPURN SHARIRIK SHIKSHA (PHYSICAL EDUCATION UNIVERSE) Paperback – 1 January 2021",600,1,415
19-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
19-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
19-10-2024,"SHARIRIK SHIKSHA EK SAMGRA ADHYAN 2019 EDITION TGT, PGT, UGC NET Paperback – 1 January 2017",1170,1,915
19-10-2024,Physical Education Universe - Competitive Exam Book (2000+MCQs) Paperback,600,1,415
19-10-2024,B.P.Ed. Guide Semester - I (4 in 1 Hindi) Paperback – 1 January 2022,700,1,0
